Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,User_ID,Item_ID,Month,Year
6432-1,2016-08-14,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Pack,Regular Air,23-08-2016,54.29,90.48,36.19,15.0,2205.5,0%,212.55,2206.05,19.99,2226.75,574,247,Aug,2016
6432-1,2016-10-27,Patrick Jones,"98 Oxford St,Woollahra",Sydney,NSW,Home Office,Phoebe Gour,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Pack,Regular Air,28-10-2016,54.29,90.48,36.19,4.0,2942.76,3%,143.83,2245.75,19.99,2246.75,809,247,Oct,2016
6432-1,2016-02-23,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Home Office,Samantha Chairs,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,24-02-2016,54.29,90.48,36.19,32.0,2262.0,4%,23.26,2216.76,19.99,2236.75,858,247,Feb,2016
6432-1,2016-03-25,Taby Knight,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,25-03-2016,156.5,300.97,144.47,33.0,252.28,8%,0.0,2346.95,7.18,2249.75,991,252,Mar,2016
6432-1,2016-10-12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,14-10-2016,54.29,90.48,36.19,30.0,2262.0,4%,45.24,2216.76,19.99,2236.75,1009,247,Oct,2016
6433-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Wrap Bag,Express Air,05-02-2016,21.56,35.94,14.38,47.0,2262.04,7%,24.78,2216.75,6.66,2236.75,270,244,Feb,2016
6433-1,2016-12-06,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,08-12-2016,0.94,2.08,1.14,16.0,85.7,9%,7.02,79.92,2.56,70.63,616,185,Dec,2016
6433-1,2016-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,TechSavi Cordless Access Keyboard,Office Supplies,Small Box,Regular Air,12-05-2016,14.7,29.99,15.29,42.0,585.88,10%,59.41,508.83,5.5,515.69,713,237,May,2016
6433-1,2016-07-24,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 479 Labels,Technology,Small Box,Regular Air,26-07-2016,1.59,2.61,1.02,48.0,66.1,4%,0.62,62.38,0.5,63.17,206,68,Jul,2016
6433-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,11-09-2015,1.59,2.61,1.02,35.0,33.48,9%,2.54,30.26,0.5,31.38,253,68,Sep,2015
6433-1,2016-07-28,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,30-07-2016,32.02,152.48,120.46,27.0,5080.74,10%,0.0,5080.54,4.0,5027.04,770,30,Jul,2016
6433-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,03-05-2016,54.29,90.48,36.19,45.0,2343.68,6%,25.79,2303.97,19.99,2775.63,939,247,May,2016
6433-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Binder Posts,Technology,Large Box,Express Air,15-01-2015,3.5,5.74,2.24,50.0,157.22,9%,14.33,145.05,5.01,147.86,688,124,Jan,2015
6434-1,2016-06-30,Pyer Kendd,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,02-07-2016,3.32,5.18,1.86,28.0,201.42,0%,6.04,195.68,2.04,210.07,857,35,Jun,2016
6434-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Emerson C82 Color Inkjet Printer,Furniture,Small Pack,Regular Air,31-03-2013,76.79,119.99,43.2,25.0,3060.98,0%,0.0,2057.84,14.0,20458.84,574,159,Mar,2013
6434-1,2016-01-02,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Express Air,04-01-2016,6.39,19.98,13.59,2.0,179.82,7%,10.79,169.03,4.0,173.03,274,121,Jan,2016
6435-1,2015-12-06,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,08-12-2015,1.09,2.6,1.51,39.0,75.82,5%,5.45,69.11,2.4,70.68,92,6,Dec,2015
6435-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,12-11-2016,0.9,2.1,1.2,9.0,80.36,3%,6.32,74.36,0.7,74.55,253,231,Nov,2016
6435-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,23-09-2016,2.29,3.69,1.4,42.0,188.92,6%,7.92,165.6,0.5,168.04,871,72,Sep,2016
6436-1,2016-10-15,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,15-10-2016,56.16,136.98,80.82,8.0,3698.46,2%,332.86,3355.6,24.49,3390.09,72,24,Oct,2016
6436-1,2016-10-15,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Pack,Regular Air,15-10-2016,56.16,136.98,80.82,21.0,3698.46,9%,332.86,3365.6,24.49,3390.09,72,24,Oct,2016
6436-1,2016-10-15,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Pack,Express Air,16-10-2016,56.16,136.98,80.82,1.0,3698.46,0%,332.86,3365.6,24.49,3390.09,249,24,Oct,2016
6436-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,29-01-2016,2.45,3.89,1.44,32.0,67.83,5%,4.43,60.86,7.01,62.87,817,77,Jan,2016
6436-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,03-05-2016,5.19,12.98,7.79,48.0,225.1,8%,2.25,213.2,3.14,213.29,939,57,May,2016
6437-1,2015-04-18,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,18-04-2015,1.94,3.08,1.14,19.0,101.9,0%,7.36,104.04,0.99,109.84,1066,70,Apr,2015
6438-1,2016-10-27,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,28-10-2016,1.09,2.6,1.51,6.0,31.2,5%,1.56,29.64,2.4,32.04,807,6,Oct,2016
6438-1,2016-12-14,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,15-12-2016,3.75,7.08,3.33,13.0,166.6,3%,4.48,152.07,2.35,156.87,329,234,Dec,2016
6438-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,16-05-2016,1.09,2.6,1.51,37.0,69.12,7%,5.45,62.87,2.4,63.46,960,6,May,2016
6438-1,2016-10-28,Logan Haushalter,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,Technology,Medium Box,Regular Air,30-10-2016,1.09,2.6,1.51,25.0,31.2,5%,1.56,29.64,2.4,32.04,643,6,Oct,2016
6439-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Express Air,27-08-2015,156.5,300.97,144.47,24.0,2705.32,6%,42.01,2600.95,7.18,2749.75,348,252,Aug,2015
6439-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Oanya Zhang,Medium,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,16-09-2016,3.14,4.91,1.77,22.0,82.01,8%,7.24,57.66,0.5,73.57,153,67,Sep,2016
6439-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,28-03-2016,4.46,10.89,6.43,23.0,252.38,1%,0.0,251.74,4.5,257.35,248,122,Mar,2016
6440-1,2016-02-01,Patrick Gardner,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Pack,Regular Air,02-02-2016,4.46,10.89,6.43,16.0,356.85,2%,22.38,300.56,4.5,305.06,802,122,Feb,2016
6440-1,2016-08-24,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,25-08-2016,3.5,5.74,2.24,10.0,326.7,10%,26.14,300.56,5.01,305.06,18,124,Aug,2016
6440-1,2016-10-18,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,21-10-2016,56.16,136.98,80.82,20.0,2866.58,0%,143.83,2731.75,24.49,2757.25,332,24,Oct,2016
6441-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,24-10-2015,1.84,2.88,1.04,41.0,7.6,7%,0.6,8.16,0.99,10.24,391,65,Oct,2015
6441-1,2015-12-16,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Office Supplies,Small Pack,Regular Air,18-12-2015,6.39,19.98,13.59,49.0,359.64,8%,14.39,345.25,4.0,349.25,813,121,Dec,2015
6442-1,2015-06-25,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,27-06-2015,6.39,19.98,13.59,29.0,2262.0,9%,55.36,2206.05,4.0,2266.75,295,121,Jun,2015
6442-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,30-09-2016,13.88,22.38,8.5,46.0,929.4,9%,27.88,907.52,15.1,928.63,1061,84,Sep,2016
6442-1,2016-06-29,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,30-06-2016,5.33,8.6,3.27,43.0,201.42,8%,6.04,195.38,6.19,210.48,363,111,Jun,2016
6442-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Technology,Small Box,Regular Air,07-07-2016,1.59,2.61,1.02,20.0,136.32,7%,5.74,127.14,0.5,129.57,295,68,Jul,2016
6442-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,19-12-2016,2.26,3.58,1.32,29.0,136.32,10%,4.48,128.14,5.47,129.53,1015,109,Dec,2016
6442-1,2016-01-24,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,25-01-2016,36.02,58.1,22.08,42.0,92.11,0%,0.02,95.2,1.49,93.01,553,76,Jan,2016
6442-1,2016-06-30,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Pack,Regular Air,01-07-2016,32.02,152.48,120.46,24.0,5080.74,10%,0.0,5885.84,4.0,5054.78,626,30,Jun,2016
6443-1,2016-10-13,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,15-10-2016,4.46,10.89,6.43,8.0,2165.6,2%,45.24,2216.7,4.5,2219.04,752,122,Oct,2016
6443-1,2016-10-20,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,20-10-2016,2.26,3.58,1.32,20.0,121.72,5%,8.52,113.2,5.47,118.67,350,109,Oct,2016
6443-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Poly Binder Pockets,Furniture,Large Box,Regular Air,20-10-2016,2.26,3.58,1.32,41.0,121.72,4%,8.62,113.2,5.47,118.67,353,109,Oct,2016
6443-1,2016-06-29,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,Binding Machine Supplies,Technology,Medium Box,Regular Air,01-07-2016,18.38,29.17,10.79,49.0,356.93,6%,1.0,356.83,6.27,361.64,147,125,Jun,2016
6443-1,2016-01-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,28-01-2016,2.29,3.69,1.4,43.0,121.63,7%,8.66,116.76,0.5,118.27,20,72,Jan,2016
6443-1,2016-10-27,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,28-10-2016,32.02,152.48,120.46,40.0,2876.58,4%,143.83,2732.75,4.0,2757.54,806,30,Oct,2016
6443-1,2016-10-21,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Express Air,23-10-2016,2.29,3.69,1.4,2.0,121.72,7%,8.52,113.26,0.5,118.77,807,72,Oct,2016
6443-1,2016-10-31,Rick Wilson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 487 Labels,Office Supplies,Small Box,Express Air,31-10-2016,2.29,3.69,1.4,8.0,121.72,9%,8.22,113.2,0.5,118.67,881,72,Oct,2016
6443-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,05-10-2016,0.93,1.48,0.55,36.0,40.84,10%,3.43,48.45,0.7,45.03,724,123,Sep,2016
6443-1,2016-11-28,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,29-11-2016,4.46,10.89,6.43,25.0,75.64,10%,1.41,74.17,4.5,75.67,681,122,Nov,2016
6444-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,19-11-2016,11.04,16.98,5.94,42.0,781.08,0%,70.3,710.78,12.39,723.17,924,129,Nov,2016
6445-1,2014-06-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Binding Machine Supplies,Technology,Small Box,Regular Air,28-06-2014,18.38,29.17,10.79,39.0,599.8,9%,0.0,599.8,6.27,505.0,116,125,Jun,2014
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Express Air,24-10-2016,2.29,3.58,1.29,23.0,114.84,7%,8.04,106.8,1.63,107.3,1032,183,Oct,2016
6445-1,2016-10-22,Cicole Hansen,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,23-10-2016,1.59,2.61,1.02,20.0,114.84,10%,8.04,106.8,0.5,107.3,219,68,Oct,2016
6445-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Technology,Medium Box,Regular Air,22-03-2016,1.59,2.61,1.02,45.0,114.8,3%,9.49,106.21,0.5,107.3,284,68,Mar,2016
6445-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,16-06-2016,1.59,2.61,1.02,50.0,114.84,9%,8.04,106.8,0.5,107.3,1079,68,Jun,2016
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,19-01-2016,13.64,20.98,7.34,16.0,873.16,6%,78.24,764.34,1.49,779.63,975,106,Jan,2016
6445-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,05-02-2017,2.9,4.76,1.86,9.0,26.92,9%,0.71,26.63,0.88,27.62,25,255,Feb,2017
6445-1,2016-08-24,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,24-08-2016,4.79,11.97,7.18,35.0,336.7,2%,26.14,320.76,5.81,310.97,517,222,Aug,2016
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,Simantha Chairs,Critical,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,19-01-2016,8.82,20.99,12.17,50.0,58.04,9%,3.94,54.46,4.81,55.12,975,10,Jan,2016
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,23-10-2016,1.59,2.61,1.02,31.0,114.84,7%,8.04,106.8,0.5,107.3,1032,68,Oct,2016
6446-1,2016-05-20,Toby Carlislo,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Box,Regular Air,22-05-2016,8.92,29.74,20.82,33.0,581.76,5%,57.78,518.68,6.64,531.92,1025,37,May,2016
6446-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Critical,Self-Adhesive Removable Labels,Office Supplies,Small Pack,Regular Air,20-10-2016,1.98,3.15,1.17,49.0,121.72,2%,8.52,113.2,0.49,116.67,353,198,Oct,2016
6448-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,07-12-2013,377.99,599.99,222.0,37.0,20089.54,4%,180.68,20028.54,24.49,20725.54,1065,168,Dec,2013
6448-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,16-09-2016,2.26,3.58,1.32,47.0,132.32,10%,7.76,126.16,5.47,125.64,153,109,Sep,2016
6448-1,2015-08-10,Norah Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,11-08-2015,2.29,3.69,1.4,42.0,139.5,0%,5.36,137.32,0.5,138.69,788,72,Aug,2015
6449-1,2016-10-14,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,Technology,Small Box,Regular Air,17-10-2016,4.46,10.89,6.43,17.0,293.72,9%,24.73,264.35,4.5,258.76,249,122,Oct,2016
6449-1,2016-07-05,Yara Ferguson,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,07-07-2016,5.33,8.6,3.27,22.0,128.88,7%,5.16,123.72,6.19,129.19,1087,111,Jul,2016
6449-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,29-12-2014,52.07,83.98,31.91,32.0,2055.6,9%,30.67,2927.75,5.01,2856.25,1032,42,Dec,2014
6449-1,2016-10-23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Box,Regular Air,30-10-2016,56.16,136.98,80.82,29.0,410.94,6%,41.09,369.85,24.49,394.34,941,24,Oct,2016
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Durable Binders,Office Supplies,Small Pack,Regular Air,25-10-2016,1.84,2.88,1.04,9.0,92.16,7%,0.92,91.24,1.49,92.73,798,81,Oct,2016
6451-1,2016-10-23,Samah Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,25-10-2016,1.84,2.88,1.04,23.0,92.16,2%,0.92,91.24,1.49,92.73,914,81,Oct,2016
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,High,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,25-10-2016,1.84,2.88,1.04,50.0,92.16,5%,0.92,91.24,1.49,92.73,798,81,Oct,2016
6451-1,2016-10-23,Patrick Bzostek,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,25-10-2016,3.37,5.53,2.16,50.0,92.16,10%,0.92,91.24,6.98,92.73,800,82,Oct,2016
6451-1,2016-10-23,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,27-10-2016,3.37,5.53,2.16,18.0,92.16,4%,0.92,91.24,6.98,92.73,1003,82,Oct,2016
6451-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,28-09-2016,2.29,3.69,1.4,30.0,78.8,3%,5.18,67.34,0.5,70.31,208,72,Sep,2016
6451-1,2016-10-23,Patrick Bzostek,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,25-10-2016,1.05,1.95,0.9,7.0,92.16,5%,0.92,91.24,1.63,92.73,799,91,Oct,2016
6452-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,02-09-2016,0.93,1.6,0.67,6.0,69.9,5%,2.79,63.59,1.29,63.48,487,235,Aug,2016
6452-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,08-03-2016,32.02,152.48,120.46,48.0,5080.74,10%,0.0,5080.54,4.0,5080.54,878,30,Mar,2016
6452-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,08-03-2016,32.02,152.48,120.46,8.0,5384.34,1%,0.0,5246.7,4.0,5290.54,878,30,Mar,2016
6453-1,2017-01-04,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,High,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,05-01-2017,0.94,2.08,1.14,9.0,74.8,9%,2.75,74.59,2.56,73.68,741,185,Jan,2017
6453-1,2016-12-19,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,21-12-2016,0.24,1.26,1.02,42.0,35.6,6%,2.83,34.06,0.7,35.03,785,117,Dec,2016
6453-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,14-01-2016,2.98,5.84,2.86,8.0,56.5,2%,4.72,52.38,0.83,53.24,274,99,Jan,2016
